AircraftId,Date,AircraftType,Origin,Destination,DepartureAEST,ArrivalAEST,Duration,,,,,,,,,,,,,,,,,,,
FD489,7/7/2022,BE20,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),2:57 pm,4:17 pm,80,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Miles Airport (WLE / YMLS),Kingaroy (KGY / YKRY),3:35 pm,3:58 pm,23,,,,,,,,,,,,,,,,,,,
FD619,7/7/2022,PC12,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),3:35 pm,5:05 pm,90,,,,,,,,,,,,,,,,,,,
FD211,7/7/2022,B350,Bourke (BRK / YBKE),Dubbo (DBO / YSDU),3:41 pm,4:24 pm,43,,,,,,,,,,,,,,,,,,,
FD608,7/7/2022,PC12,Jandakot (JAD / YPJT),Geraldton (GET / YGEL),3:41 pm,4:42 pm,61,,,,,,,,,,,,,,,,,,,
FD480,7/7/2022,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),3:44 pm,4:35 pm,51,,,,,,,,,,,,,,,,,,,
FD425,7/7/2022,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),4:05 pm,4:50 pm,45,,,,,,,,,,,,,,,,,,,
AM273,7/7/2022,B350,Canberra Int'l (CBR / YSCB),Sydney (SYD / YSSY),4:07 pm,4:44 pm,37,,,,,,,,,,,,,,,,,,,
FD493,7/7/2022,BE20,Roma (RMA / YROM),Thargomindah (XTG / YTGM),4:15 pm,5:32 pm,77,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Kingaroy (KGY / YKRY),Toowoomba (YTWB),4:28 pm,4:50 pm,22,,,,,,,,,,,,,,,,,,,
FD449,7/7/2022,B350,Brisbane (BNE / YBBN),Emerald (EMD / YEML),4:48 pm,6:19 pm,91,,,,,,,,,,,,,,,,,,,
FD543,7/7/2022,PC12,Mungeranie (MNE / YMUG),Port Augusta (PUG / YPAG),5:09 pm,6:26 pm,77,,,,,,,,,,,,,,,,,,,
FD602,7/7/2022,PC12,Kalgoorlie-Boulder (KGI / YPKG),Wave Rock (YWRC),5:20 pm,6:15 pm,55,,,,,,,,,,,,,,,,,,,
FD596,7/7/2022,PC12,Essendon (MEB / YMEN),Adelaide Int'l (ADL / YPAD),5:30 pm,7:02 pm,92,,,,,,,,,,,,,,,,,,,
FD534,7/7/2022,PC12,Naracoorte (NAC / YNRC),Mount Gambier (MGB / YMTG),5:33 pm,5:50 pm,17,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Toowoomba (YTWB),Brisbane (BNE / YBBN),5:54 pm,6:21 pm,27,,,,,,,,,,,,,,,,,,,
FD493,7/7/2022,BE20,Thargomindah (XTG / YTGM),Charleville (CTL / YBCV),5:54 pm,6:35 pm,41,,,,,,,,,,,,,,,,,,,
FD608,7/7/2022,PC12,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),6:08 pm,7:06 pm,58,,,,,,,,,,,,,,,,,,,
FD534,7/7/2022,PC12,Mount Gambier (MGB / YMTG),Yorketown (YYOR),6:38 pm,7:40 pm,62,,,,,,,,,,,,,,,,,,,
FD607,7/7/2022,Unknown,Broome Int'l (BME / YBRM),Broome Int'l (BME / YBRM),6:50 pm,6:51 pm,1,,,,,,,,,,,,,,,,,,,
FD480,7/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Mackay (MKY / YBMK),6:59 pm,7:45 pm,46,,,,,,,,,,,,,,,,,,,
FD602,7/7/2022,PC12,Wave Rock (YWRC),Jandakot (JAD / YPJT),6:59 pm,7:47 pm,48,,,,,,,,,,,,,,,,,,,
FD449,7/7/2022,B350,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),7:24 pm,7:56 pm,32,,,,,,,,,,,,,,,,,,,
FD425,7/7/2022,BE20,Bundaberg (BDB / YBUD),Maryborough (MBH / YMYB),7:30 pm,7:45 pm,15,,,,,,,,,,,,,,,,,,,
FD630J,7/7/2022,PC24,Jandakot (JAD / YPJT),Carnarvon (CVQ / YCAR),7:46 pm,9:06 pm,80,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Brisbane (BNE / YBBN),Blackall (BKQ / YBCK),7:46 pm,10:08 pm,142,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Brisbane (BNE / YBBN),Longreach (YLRE),7:46 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD213,7/7/2022,BE20,Dubbo (DBO / YSDU),Brewarrina (BWQ / YBRW),7:54 pm,8:40 pm,46,,,,,,,,,,,,,,,,,,,
FD534,7/7/2022,PC12,Yorketown (YYOR),Adelaide Int'l (ADL / YPAD),8:04 pm,8:30 pm,26,,,,,,,,,,,,,,,,,,,
FD425,7/7/2022,BE20,Maryborough (MBH / YMYB),Brisbane (BNE / YBBN),8:40 pm,9:17 pm,37,,,,,,,,,,,,,,,,,,,
FD449,7/7/2022,B350,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),8:59 pm,9:39 pm,40,,,,,,,,,,,,,,,,,,,
FD493,7/7/2022,BE20,Charleville (CTL / YBCV),Birdsville (BVI / YBDV),9:07 pm,10:55 pm,108,,,,,,,,,,,,,,,,,,,
FD213,7/7/2022,BE20,Brewarrina (BWQ / YBRW),Dubbo (DBO / YSDU),9:09 pm,9:56 pm,47,,,,,,,,,,,,,,,,,,,
AM273,7/7/2022,B350,Sydney (SYD / YSSY),Moruya (MYA / YMRY),9:17 pm,9:53 pm,36,,,,,,,,,,,,,,,,,,,
FD596,7/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Port Lincoln (PLO / YPLC),9:37 pm,10:14 pm,37,,,,,,,,,,,,,,,,,,,
FD480,7/7/2022,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),9:45 pm,10:36 pm,51,,,,,,,,,,,,,,,,,,,
FD449,7/7/2022,B350,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),10:18 pm,10:53 pm,35,,,,,,,,,,,,,,,,,,,
FD425,7/7/2022,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),10:23 pm,11:11 pm,48,,,,,,,,,,,,,,,,,,,
FD630J,7/7/2022,PC24,Carnarvon (CVQ / YCAR),Newman (ZNE / YNWN),10:35 pm,11:32 pm,57,,,,,,,,,,,,,,,,,,,
FD596,7/7/2022,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),10:40 pm,11:17 pm,37,,,,,,,,,,,,,,,,,,,
FD602,7/7/2022,PC12,Leonora (LNO / YLEO),Kalgoorlie-Boulder (KGI / YPKG),11:11 pm,11:46 pm,35,,,,,,,,,,,,,,,,,,,
AM273,7/7/2022,B350,Moruya (MYA / YMRY),Merimbula (MIM / YMER),11:17 pm,11:39 pm,22,,,,,,,,,,,,,,,,,,,
FD456,7/7/2022,BE20,Blackall (BKQ / YBCK),Rockhampton (ROK / YBRK),11:23 pm,12:29 am,66,,,,,,,,,,,,,,,,,,,
FD493,7/7/2022,BE20,Birdsville (BVI / YBDV),Charleville (CTL / YBCV),11:46 pm,1:08 am,82,,,,,,,,,,,,,,,,,,,
FD425,7/7/2022,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),11:49 pm,12:31 am,42,,,,,,,,,,,,,,,,,,,
FD630J,7/7/2022,PC24,Newman (ZNE / YNWN),Jandakot (JAD / YPJT),11:57 pm,1:34 am,97,,,,,,,,,,,,,,,,,,,
FD617,8/7/2022,PC12,Paraburdoo (YPBO),Jandakot (JAD / YPJT),12:12 am,2:42 am,150,,,,,,,,,,,,,,,,,,,
FD624J,8/7/2022,PC24,Broome Int'l (BME / YBRM),Jandakot (JAD / YPJT),12:22 am,2:57 am,155,,,,,,,,,,,,,,,,,,,
FD449,8/7/2022,B350,Rockhampton (ROK / YBRK),Blackall (BKQ / YBCK),12:26 am,1:49 am,83,,,,,,,,,,,,,,,,,,,
FD856,8/7/2022,PC12,Alice Springs (ASP / YBAS),Tennant Creek (TCA / YTNK),12:39 am,1:48 am,69,,,,,,,,,,,,,,,,,,,
FD596,8/7/2022,PC12,Kingscote (KGC / YKSC),Adelaide Int'l (ADL / YPAD),1:20 am,1:42 am,22,,,,,,,,,,,,,,,,,,,
FD425,8/7/2022,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),1:33 am,2:20 am,47,,,,,,,,,,,,,,,,,,,
FD456,8/7/2022,BE20,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),1:54 am,3:00 am,66,,,,,,,,,,,,,,,,,,,
FD213,8/7/2022,BE20,Dubbo (DBO / YSDU),Coonamble (CNB / YCNM),2:00 am,2:28 am,28,,,,,,,,,,,,,,,,,,,
AM273,8/7/2022,B350,Merimbula (MIM / YMER),Sydney (SYD / YSSY),2:15 am,2:58 am,43,,,,,,,,,,,,,,,,,,,
FD449,8/7/2022,B350,Blackall (BKQ / YBCK),Rockhampton (ROK / YBRK),2:16 am,3:22 am,66,,,,,,,,,,,,,,,,,,,
FD856,8/7/2022,PC12,Tennant Creek (TCA / YTNK),Yuendumu (YUE / YYND),2:47 am,3:44 am,57,,,,,,,,,,,,,,,,,,,
FD213,8/7/2022,BE20,Coonamble (CNB / YCNM),Dubbo (DBO / YSDU),3:05 am,3:37 am,32,,,,,,,,,,,,,,,,,,,
FD856,8/7/2022,PC12,Yuendumu (YUE / YYND),Alice Springs (ASP / YBAS),4:17 am,4:59 am,42,,,,,,,,,,,,,,,,,,,
AM273,8/7/2022,B350,Sydney (SYD / YSSY),Moree (MRZ / YMOR),7:12 am,8:26 am,74,,,,,,,,,,,,,,,,,,,
FD211,8/7/2022,B350,Dubbo (DBO / YSDU),Collarenebri (CRB / YCBR),7:56 am,8:40 am,44,,,,,,,,,,,,,,,,,,,
FD489,8/7/2022,BE20,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),8:04 am,9:06 am,62,,,,,,,,,,,,,,,,,,,
FD493,8/7/2022,BE20,Charleville (CTL / YBCV),Eulo (YEUO),8:07 am,8:53 am,46,,,,,,,,,,,,,,,,,,,
FD874,8/7/2022,PC12,Darwin Int'l / RAAF (DRW / YPDN),Elcho Island (ELC / YELD),8:41 am,9:56 am,75,,,,,,,,,,,,,,,,,,,
FD480,8/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Mackay (MKY / YBMK),9:09 am,9:54 am,45,,,,,,,,,,,,,,,,,,,
FD456,8/7/2022,BE20,Brisbane (BNE / YBBN),Longreach (YLRE),9:17 am,11:42 am,145,,,,,,,,,,,,,,,,,,,
AM273,8/7/2022,B350,Moree (MRZ / YMOR),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),9:19 am,10:12 am,53,,,,,,,,,,,,,,,,,,,
FD416,8/7/2022,BE20,Mount Isa (ISA / YBMA),Mackay (MKY / YBMK),9:25 am,11:18 am,113,,,,,,,,,,,,,,,,,,,
FD425,8/7/2022,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),9:41 am,10:25 am,44,,,,,,,,,,,,,,,,,,,
FD596,8/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),9:54 am,10:49 am,55,,,,,,,,,,,,,,,,,,,
FD601,8/7/2022,PC12,Kalgoorlie-Boulder (KGI / YPKG),Albany (ALH / YABA),10:22 am,11:43 am,81,,,,,,,,,,,,,,,,,,,
FD874,8/7/2022,PC12,Elcho Island (ELC / YELD),Darwin Int'l / RAAF (DRW / YPDN),10:26 am,11:42 am,76,,,,,,,,,,,,,,,,,,,
FD543,8/7/2022,PC12,Port Augusta (PUG / YPAG),Prominent Hill Mine (YPMH),10:27 am,11:19 am,52,,,,,,,,,,,,,,,,,,,
FD449,8/7/2022,B350,Rockhampton (ROK / YBRK),Gladstone (GLT / YGLA),10:58 am,11:12 am,14,,,,,,,,,,,,,,,,,,,
AM273,8/7/2022,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Port Macquarie (PQQ / YPMQ),11:02 am,11:27 am,25,,,,,,,,,,,,,,,,,,,
FD449,8/7/2022,B350,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),11:40 am,12:37 pm,57,,,,,,,,,,,,,,,,,,,
FD596,8/7/2022,PC12,Mount Gambier (MGB / YMTG),Adelaide Int'l (ADL / YPAD),11:41 am,12:36 pm,55,,,,,,,,,,,,,,,,,,,
FD543,8/7/2022,PC12,Prominent Hill Mine (YPMH),Port Augusta (PUG / YPAG),11:59 am,12:57 pm,58,,,,,,,,,,,,,,,,,,,
FD601,8/7/2022,PC12,Albany (ALH / YABA),Jandakot (JAD / YPJT),12:02 pm,1:01 pm,59,,,,,,,,,,,,,,,,,,,
AM273,8/7/2022,B350,Port Macquarie (PQQ / YPMQ),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),12:03 pm,12:32 pm,29,,,,,,,,,,,,,,,,,,,
FD480,8/7/2022,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),12:11 pm,1:07 pm,56,,,,,,,,,,,,,,,,,,,
FD489,8/7/2022,BE20,Brisbane (BNE / YBBN),Roma (RMA / YROM),12:13 pm,1:23 pm,70,,,,,,,,,,,,,,,,,,,
FD580,8/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Whyalla (WYA / YWHA),12:17 pm,12:52 pm,35,,,,,,,,,,,,,,,,,,,
FD493,8/7/2022,BE20,Eulo (YEUO),Yowah (YYWA),12:46 pm,12:54 pm,8,,,,,,,,,,,,,,,,,,,
FD624J,8/7/2022,PC24,Broome Int'l (BME / YBRM),Jandakot (JAD / YPJT),12:56 pm,3:34 pm,158,,,,,,,,,,,,,,,,,,,
FD602,8/7/2022,PC12,Jandakot (JAD / YPJT),Busselton Regional (BQB / YBLN),1:08 pm,1:37 pm,29,,,,,,,,,,,,,,,,,,,
FD543,8/7/2022,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),1:10 pm,1:55 pm,45,,,,,,,,,,,,,,,,,,,
AM273,8/7/2022,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),1:11 pm,2:00 pm,49,,,,,,,,,,,,,,,,,,,
FD416,8/7/2022,BE20,Mackay (MKY / YBMK),Roxborough Downs (YROX),1:19 pm,4:06 pm,167,,,,,,,,,,,,,,,,,,,
FD619,8/7/2022,PC12,Meekatharra (MKR / YMEK),Geraldton (GET / YGEL),1:34 pm,2:47 pm,73,,,,,,,,,,,,,,,,,,,
FD489,8/7/2022,BE20,Roma (RMA / YROM),Toowoomba (YTWB),1:35 pm,2:14 pm,39,,,,,,,,,,,,,,,,,,,
FD456,8/7/2022,BE20,Longreach (YLRE),Toowoomba (YTWB),1:42 pm,3:20 pm,98,,,,,,,,,,,,,,,,,,,
FD427,8/7/2022,B350,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),1:47 pm,2:22 pm,35,,,,,,,,,,,,,,,,,,,
FD425,8/7/2022,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),2:04 pm,2:52 pm,48,,,,,,,,,,,,,,,,,,,
FD580,8/7/2022,PC12,Whyalla (WYA / YWHA),Adelaide Int'l (ADL / YPAD),2:15 pm,2:51 pm,36,,,,,,,,,,,,,,,,,,,
FD480,8/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Bowen (ZBO / YBWN),2:35 pm,3:01 pm,26,,,,,,,,,,,,,,,,,,,
FD449,8/7/2022,B350,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),2:39 pm,3:24 pm,45,,,,,,,,,,,,,,,,,,,
FD449,8/7/2022,B350,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),2:39 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD601,8/7/2022,PC12,Jandakot (JAD / YPJT),Kalgoorlie-Boulder (KGI / YPKG),2:47 pm,4:00 pm,73,,,,,,,,,,,,,,,,,,,
FD489,8/7/2022,BE20,Toowoomba (YTWB),Rockhampton (ROK / YBRK),2:50 pm,4:08 pm,78,,,,,,,,,,,,,,,,,,,
FD853,8/7/2022,PC12,Alice Springs (ASP / YBAS),Tennant Creek (TCA / YTNK),2:55 pm,4:01 pm,66,,,,,,,,,,,,,,,,,,,
FD617,8/7/2022,PC12,Jandakot (JAD / YPJT),Albany (ALH / YABA),2:57 pm,3:51 pm,54,,,,,,,,,,,,,,,,,,,
FD211,8/7/2022,B350,Collarenebri (CRB / YCBR),Dubbo (DBO / YSDU),3:03 pm,3:45 pm,42,,,,,,,,,,,,,,,,,,,
FD543,8/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),3:28 pm,4:05 pm,37,,,,,,,,,,,,,,,,,,,
FD596,8/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),3:30 pm,4:08 pm,38,,,,,,,,,,,,,,,,,,,
FD619,8/7/2022,PC12,Geraldton (GET / YGEL),Moora (YMRO),3:30 pm,4:09 pm,39,,,,,,,,,,,,,,,,,,,
FD596,8/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Whyalla (WYA / YWHA),3:30 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD427,8/7/2022,B350,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),3:35 pm,4:14 pm,39,,,,,,,,,,,,,,,,,,,
FD534,8/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Naracoorte (NAC / YNRC),3:52 pm,4:40 pm,48,,,,,,,,,,,,,,,,,,,
FD449,8/7/2022,B350,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),4:11 pm,4:52 pm,41,,,,,,,,,,,,,,,,,,,
FD416,8/7/2022,BE20,Boulia (BQL / YBOU),Roxborough Downs (YROX),4:18 pm,4:45 pm,27,,,,,,,,,,,,,,,,,,,
FD853,8/7/2022,PC12,Tennant Creek (TCA / YTNK),Alice Springs (ASP / YBAS),4:32 pm,5:43 pm,71,,,,,,,,,,,,,,,,,,,
AM273,8/7/2022,B350,Sydney (SYD / YSSY),Merimbula (MIM / YMER),4:37 pm,5:29 pm,52,,,,,,,,,,,,,,,,,,,
FD607,8/7/2022,PC12,Broome Int'l (BME / YBRM),One Arm Point (YOAP),4:44 pm,5:34 pm,50,,,,,,,,,,,,,,,,,,,
FD617,8/7/2022,PC12,Albany (ALH / YABA),Jandakot (JAD / YPJT),4:44 pm,5:49 pm,65,,,,,,,,,,,,,,,,,,,
FD480,8/7/2022,B350,Bowen (ZBO / YBWN),Mackay (MKY / YBMK),4:49 pm,5:13 pm,24,,,,,,,,,,,,,,,,,,,
FD416,8/7/2022,BE20,Roxborough Downs (YROX),Mount Isa (ISA / YBMA),4:54 pm,5:29 pm,35,,,,,,,,,,,,,,,,,,,
FD619,8/7/2022,PC12,Moora (YMRO),Jandakot (JAD / YPJT),4:55 pm,5:29 pm,34,,,,,,,,,,,,,,,,,,,
FD624J,8/7/2022,PC24,Jandakot (JAD / YPJT),Newman (ZNE / YNWN),4:57 pm,6:25 pm,88,,,,,,,,,,,,,,,,,,,
FD493,8/7/2022,BE20,Yowah (YYWA),Charleville (CTL / YBCV),5:05 pm,5:38 pm,33,,,,,,,,,,,,,,,,,,,
FD456,8/7/2022,BE20,Toowoomba (YTWB),Brisbane (BNE / YBBN),5:15 pm,5:38 pm,23,,,,,,,,,,,,,,,,,,,
FD602,8/7/2022,PC12,Busselton Regional (BQB / YBLN),Jandakot (JAD / YPJT),5:24 pm,5:58 pm,34,,,,,,,,,,,,,,,,,,,
FD534,8/7/2022,PC12,Naracoorte (NAC / YNRC),Adelaide Int'l (ADL / YPAD),5:28 pm,6:16 pm,48,,,,,,,,,,,,,,,,,,,
FD596,8/7/2022,PC12,Port Augusta (PUG / YPAG),Whyalla (WYA / YWHA),5:31 pm,5:43 pm,12,,,,,,,,,,,,,,,,,,,
FD602,8/7/2022,Unknown,Jandakot (JAD / YPJT),Jandakot (JAD / YPJT),5:59 pm,6:07 pm,8,,,,,,,,,,,,,,,,,,,
FD449,8/7/2022,B350,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),5:59 pm,7:16 pm,77,,,,,,,,,,,,,,,,,,,
FD607,8/7/2022,PC12,One Arm Point (YOAP),Broome Int'l (BME / YBRM),6:04 pm,6:36 pm,32,,,,,,,,,,,,,,,,,,,
FD580,8/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Ceduna (CED / YCDU),6:06 pm,7:19 pm,73,,,,,,,,,,,,,,,,,,,
AM273,8/7/2022,B350,Merimbula (MIM / YMER),Sydney (SYD / YSSY),6:10 pm,6:55 pm,45,,,,,,,,,,,,,,,,,,,
FD608,8/7/2022,PC12,Jandakot (JAD / YPJT),Jandakot (JAD / YPJT),6:33 pm,7:14 pm,41,,,,,,,,,,,,,,,,,,,
FD608,8/7/2022,PC12,Jandakot (JAD / YPJT),Mount James (YMJE),6:33 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD596,8/7/2022,PC12,Whyalla (WYA / YWHA),Port Pirie (PPI / YPIR),6:52 pm,7:03 pm,11,,,,,,,,,,,,,,,,,,,
FD624J,8/7/2022,PC24,Newman (ZNE / YNWN),Fitzroy Crossing (FIZ / YFTZ),6:54 pm,8:03 pm,69,,,,,,,,,,,,,,,,,,,
FD480,8/7/2022,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),6:58 pm,7:49 pm,51,,,,,,,,,,,,,,,,,,,
FD602,8/7/2022,PC12,Jandakot (JAD / YPJT),Manjimup (MJP / YMJM),7:02 pm,7:38 pm,36,,,,,,,,,,,,,,,,,,,
FD619,8/7/2022,PC12,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),7:13 pm,8:40 pm,87,,,,,,,,,,,,,,,,,,,
FD534,8/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),7:35 pm,8:34 pm,59,,,,,,,,,,,,,,,,,,,
FD493,8/7/2022,BE20,Charleville (CTL / YBCV),Toowoomba (YTWB),7:49 pm,8:55 pm,66,,,,,,,,,,,,,,,,,,,
FD478,8/7/2022,BE20,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),8:00 pm,9:09 pm,69,,,,,,,,,,,,,,,,,,,
FD602,8/7/2022,PC12,Manjimup (MJP / YMJM),Jandakot (JAD / YPJT),8:14 pm,8:56 pm,42,,,,,,,,,,,,,,,,,,,
FD425,8/7/2022,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),8:20 pm,9:04 pm,44,,,,,,,,,,,,,,,,,,,
FD580,8/7/2022,PC12,Ceduna (CED / YCDU),Adelaide Int'l (ADL / YPAD),8:22 pm,9:37 pm,75,,,,,,,,,,,,,,,,,,,
FD416,8/7/2022,BE20,Mount Isa (ISA / YBMA),Mornington Island (ONG / YMTI),8:28 pm,9:31 pm,63,,,,,,,,,,,,,,,,,,,
FD596,8/7/2022,PC12,Port Pirie (PPI / YPIR),Adelaide Int'l (ADL / YPAD),8:33 pm,9:11 pm,38,,,,,,,,,,,,,,,,,,,
FD617,8/7/2022,PC12,Jandakot (JAD / YPJT),Mount James (YMJE),8:38 pm,10:34 pm,116,,,,,,,,,,,,,,,,,,,
FD624J,8/7/2022,PC24,Fitzroy Crossing (FIZ / YFTZ),Broome Int'l (BME / YBRM),8:39 pm,9:16 pm,37,,,,,,,,,,,,,,,,,,,
FD480,8/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Mount Isa (ISA / YBMA),8:51 pm,10:46 pm,115,,,,,,,,,,,,,,,,,,,
FD607,8/7/2022,PC12,Broome Int'l (BME / YBRM),Derby (DRB / YDBY),8:56 pm,9:22 pm,26,,,,,,,,,,,,,,,,,,,
FD493,8/7/2022,BE20,Toowoomba (YTWB),Goondiwindi (GOO / YGDI),9:31 pm,10:08 pm,37,,,,,,,,,,,,,,,,,,,
FD416,8/7/2022,BE20,Mornington Island (ONG / YMTI),Normanton (YNTN),9:51 pm,10:24 pm,33,,,,,,,,,,,,,,,,,,,
FD425,8/7/2022,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),10:15 pm,11:01 pm,46,,,,,,,,,,,,,,,,,,,
FD602,8/7/2022,PC12,Jandakot (JAD / YPJT),Merredin (YMDN),10:57 pm,11:32 pm,35,,,,,,,,,,,,,,,,,,,
FD602,8/7/2022,PC12,Jandakot (JAD / YPJT),Shark Bay (MJK / YSHK),10:57 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD493,8/7/2022,BE20,Goondiwindi (GOO / YGDI),Brisbane (BNE / YBBN),11:06 pm,11:57 pm,51,,,,,,,,,,,,,,,,,,,
AM273,8/7/2022,B350,Sydney (SYD / YSSY),Cobar (CAZ / YCBA),11:07 pm,12:28 am,81,,,,,,,,,,,,,,,,,,,
FD617,8/7/2022,PC12,Mount James (YMJE),Paraburdoo (YPBO),11:11 pm,11:38 pm,27,,,,,,,,,,,,,,,,,,,
FD607,8/7/2022,PC12,Derby (DRB / YDBY),Broome Int'l (BME / YBRM),11:21 pm,11:47 pm,26,,,,,,,,,,,,,,,,,,,
FD534,8/7/2022,PC12,Mount Gambier (MGB / YMTG),Adelaide Int'l (ADL / YPAD),11:36 pm,12:32 am,56,,,,,,,,,,,,,,,,,,,
FD602,8/7/2022,PC12,Carnarvon (CVQ / YCAR),Jandakot (JAD / YPJT),11:57 pm,12:35 am,38,,,,,,,,,,,,,,,,,,,
FD480,9/7/2022,B350,Mount Isa (ISA / YBMA),Townsville Int'l / RAAF (TSV / YBTL),12:48 am,2:15 am,87,,,,,,,,,,,,,,,,,,,
FD493,9/7/2022,BE20,Brisbane (BNE / YBBN),Toowoomba (YTWB),1:09 am,1:32 am,23,,,,,,,,,,,,,,,,,,,
FD456,9/7/2022,BE20,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),1:12 am,2:33 am,81,,,,,,,,,,,,,,,,,,,
FD416,9/7/2022,BE20,Normanton (YNTN),Mount Isa (ISA / YBMA),1:18 am,2:13 am,55,,,,,,,,,,,,,,,,,,,
AM273,9/7/2022,B350,Cobar (CAZ / YCBA),Sydney (SYD / YSSY),1:26 am,2:42 am,76,,,,,,,,,,,,,,,,,,,
FD602,9/7/2022,PC12,Albany (ALH / YABA),Jandakot (JAD / YPJT),1:31 am,2:33 am,62,,,,,,,,,,,,,,,,,,,
FD493,9/7/2022,BE20,Toowoomba (YTWB),Charleville (CTL / YBCV),2:40 am,4:12 am,92,,,,,,,,,,,,,,,,,,,
FD624J,9/7/2022,PC24,Jandakot (JAD / YPJT),Broome Int'l (BME / YBRM),4:57 am,7:15 am,138,,,,,,,,,,,,,,,,,,,
FD416,9/7/2022,BE20,Mount Isa (ISA / YBMA),Birdsville (BVI / YBDV),7:42 am,9:03 am,81,,,,,,,,,,,,,,,,,,,
AM273,9/7/2022,B350,Sydney (SYD / YSSY),Wagga Wagga (WGA / YSWG),7:45 am,8:38 am,53,,,,,,,,,,,,,,,,,,,
FD456,9/7/2022,BE20,Rockhampton (ROK / YBRK),Roma (RMA / YROM),7:49 am,8:42 am,53,,,,,,,,,,,,,,,,,,,
FD480,9/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),8:17 am,9:04 am,47,,,,,,,,,,,,,,,,,,,
FD425,9/7/2022,BE20,Bundaberg (BDB / YBUD),Gladstone (GLT / YGLA),8:32 am,9:00 am,28,,,,,,,,,,,,,,,,,,,
FD427,9/7/2022,B350,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),8:43 am,9:22 am,39,,,,,,,,,,,,,,,,,,,
