AircraftId,Date,AircraftType,Origin,Destination,DepartureAEST,ArrivalAEST,Duration,,,,,,,,,,,,,,,,,,,
FD607,11/7/2022,PC12,Eliwana (WHB / YEWA),Port Hedland Int'l (PHE / YPPD),12:42 am,1:25 am,43,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),12:42 am,1:34 am,52,,,,,,,,,,,,,,,,,,,
AM273,11/7/2022,B350,Coonabarabran (COJ / YCBB),Sydney (SYD / YSSY),1:19 am,2:17 am,58,,,,,,,,,,,,,,,,,,,
FD493,11/7/2022,BE20,Toowoomba (YTWB),Charleville (CTL / YBCV),1:47 am,3:03 am,76,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Port Augusta (PUG / YPAG),Loxton (YLOX),2:01 am,2:47 am,46,,,,,,,,,,,,,,,,,,,
FD456,11/7/2022,BE20,Longreach (YLRE),Roma (RMA / YROM),2:16 am,3:34 am,78,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Loxton (YLOX),Adelaide Int'l (ADL / YPAD),3:16 am,3:56 am,40,,,,,,,,,,,,,,,,,,,
FD416,11/7/2022,BE20,Townsville Int'l / RAAF (TSV / YBTL),Mount Isa (ISA / YBMA),3:34 am,5:29 am,115,,,,,,,,,,,,,,,,,,,
FD456,11/7/2022,BE20,Roma (RMA / YROM),Brisbane (BNE / YBBN),4:20 am,5:25 am,65,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Port Pirie (PPI / YPIR),5:12 am,5:44 am,32,,,,,,,,,,,,,,,,,,,
FD630J,11/7/2022,PC24,Karratha (KTA / YPKA),Jandakot (JAD / YPJT),5:19 am,7:23 am,124,,,,,,,,,,,,,,,,,,,
FD456,11/7/2022,BE20,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),6:37 am,7:45 am,68,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Port Pirie (PPI / YPIR),Adelaide Int'l (ADL / YPAD),6:41 am,7:11 am,30,,,,,,,,,,,,,,,,,,,
FD853,11/7/2022,PC12,Alice Springs (ASP / YBAS),Tennant Creek (TCA / YTNK),7:45 am,8:57 am,72,,,,,,,,,,,,,,,,,,,
FD449,11/7/2022,B350,Rockhampton (ROK / YBRK),Theodore (YTDR),7:58 am,8:25 am,27,,,,,,,,,,,,,,,,,,,
FD416,11/7/2022,BE20,Mount Isa (ISA / YBMA),Bedourie (BEU / YBIE),8:05 am,9:00 am,55,,,,,,,,,,,,,,,,,,,
FD211,11/7/2022,B350,Dubbo (DBO / YSDU),Bourke (BRK / YBKE),8:10 am,9:04 am,54,,,,,,,,,,,,,,,,,,,
FD425,11/7/2022,BE20,Bundaberg (BDB / YBUD),Kingaroy (KGY / YKRY),8:19 am,8:51 am,32,,,,,,,,,,,,,,,,,,,
FD427,11/7/2022,B350,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),8:26 am,9:12 am,46,,,,,,,,,,,,,,,,,,,
FD423,11/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Normanton (YNTN),8:31 am,9:55 am,84,,,,,,,,,,,,,,,,,,,
FD449,11/7/2022,B350,Theodore (YTDR),Rockhampton (ROK / YBRK),8:54 am,9:23 am,29,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),9:08 am,9:57 am,49,,,,,,,,,,,,,,,,,,,
FD853,11/7/2022,PC12,Tennant Creek (TCA / YTNK),Alice Springs (ASP / YBAS),9:20 am,10:29 am,69,,,,,,,,,,,,,,,,,,,
FD425,11/7/2022,BE20,Kingaroy (KGY / YKRY),Toowoomba (YTWB),9:21 am,9:39 am,18,,,,,,,,,,,,,,,,,,,
FD856,11/7/2022,PC12,Alice Springs (ASP / YBAS),Adelaide Int'l (ADL / YPAD),9:22 am,12:07 pm,165,,,,,,,,,,,,,,,,,,,
FD416,11/7/2022,BE20,Bedourie (BEU / YBIE),Mount Isa (ISA / YBMA),9:42 am,10:39 am,57,,,,,,,,,,,,,,,,,,,
FD602,11/7/2022,PC12,Jandakot (JAD / YPJT),Merredin (YMDN),9:52 am,10:33 am,41,,,,,,,,,,,,,,,,,,,
FD480,11/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),9:54 am,10:42 am,48,,,,,,,,,,,,,,,,,,,
FD425,11/7/2022,BE20,Toowoomba (YTWB),Maroochydore/Sunshine Coast (MCY / YBSU),10:22 am,10:49 am,27,,,,,,,,,,,,,,,,,,,
FD423,11/7/2022,B350,Normanton (YNTN),Mount Isa (ISA / YBMA),10:22 am,11:13 am,51,,,,,,,,,,,,,,,,,,,
FD449,11/7/2022,B350,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),10:33 am,11:09 am,36,,,,,,,,,,,,,,,,,,,
FD416,11/7/2022,Unknown,Mount Isa (ISA / YBMA),Mount Isa (ISA / YBMA),10:39 am,10:41 am,2,,,,,,,,,,,,,,,,,,,
FD456,11/7/2022,BE20,Rockhampton (ROK / YBRK),Hervey Bay (HVB / YHBA),10:51 am,11:37 am,46,,,,,,,,,,,,,,,,,,,
FD596,11/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),10:52 am,11:38 am,46,,,,,,,,,,,,,,,,,,,
FD480,11/7/2022,B350,Cairns Int'l (CNS / YBCS),Brisbane (BNE / YBBN),11:07 am,2:16 pm,189,,,,,,,,,,,,,,,,,,,
FD602,11/7/2022,PC12,Merredin (YMDN),Bruce Rock (YBRO),11:10 am,11:33 am,23,,,,,,,,,,,,,,,,,,,
FD427,11/7/2022,B350,Goondiwindi (GOO / YGDI),Wellcamp Airport (WTB / YBWW),11:11 am,11:38 am,27,,,,,,,,,,,,,,,,,,,
FD489,11/7/2022,BE20,Rockhampton (ROK / YBRK),Cairns Int'l (CNS / YBCS),11:17 am,1:18 pm,121,,,,,,,,,,,,,,,,,,,
FD449,11/7/2022,B350,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),11:33 am,12:25 pm,52,,,,,,,,,,,,,,,,,,,
FD602,11/7/2022,PC12,Bruce Rock (YBRO),Jandakot (JAD / YPJT),11:34 am,12:11 pm,37,,,,,,,,,,,,,,,,,,,
FD619,11/7/2022,PC12,Meekatharra (MKR / YMEK),Geraldton (GET / YGEL),11:38 am,1:05 pm,87,,,,,,,,,,,,,,,,,,,
FD467,11/7/2022,BE20,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),11:44 am,12:30 pm,46,,,,,,,,,,,,,,,,,,,
FD596,11/7/2022,PC12,Port Augusta (PUG / YPAG),Prominent Hill Mine (YPMH),11:49 am,12:48 pm,59,,,,,,,,,,,,,,,,,,,
FD425,11/7/2022,BE20,Maroochydore/Sunshine Coast (MCY / YBSU),Wondai (WDI / YWND),12:03 pm,12:25 pm,22,,,,,,,,,,,,,,,,,,,
FD416,11/7/2022,BE20,Mount Isa (ISA / YBMA),Cloncurry (CNJ / YCCY),12:03 pm,12:27 pm,24,,,,,,,,,,,,,,,,,,,
FD423,11/7/2022,B350,Mount Isa (ISA / YBMA),Townsville Int'l / RAAF (TSV / YBTL),12:05 pm,1:43 pm,98,,,,,,,,,,,,,,,,,,,
FD456,11/7/2022,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),12:09 pm,12:53 pm,44,,,,,,,,,,,,,,,,,,,
FD874,11/7/2022,Unknown,Darwin Int'l / RAAF (DRW / YPDN),Darwin Int'l / RAAF (DRW / YPDN),12:26 pm,2:46 pm,140,,,,,,,,,,,,,,,,,,,
FD853,11/7/2022,PC12,Alice Springs (ASP / YBAS),Anthony Lagoon (AYL / YANL),12:36 pm,2:11 pm,95,,,,,,,,,,,,,,,,,,,
FD467,11/7/2022,BE20,Goondiwindi (GOO / YGDI),Miles Airport (WLE / YMLS),12:54 pm,1:22 pm,28,,,,,,,,,,,,,,,,,,,
FD609,11/7/2022,PC12,Broome Int'l (BME / YBRM),Karratha (KTA / YPKA),12:56 pm,2:39 pm,103,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Mount Gambier (MGB / YMTG),Adelaide Int'l (ADL / YPAD),12:58 pm,1:54 pm,56,,,,,,,,,,,,,,,,,,,
FD596,11/7/2022,PC12,Prominent Hill Mine (YPMH),Port Augusta (PUG / YPAG),1:15 pm,2:04 pm,49,,,,,,,,,,,,,,,,,,,
FD425,11/7/2022,BE20,Wondai (WDI / YWND),Rockhampton (ROK / YBRK),1:15 pm,2:06 pm,51,,,,,,,,,,,,,,,,,,,
AM273,11/7/2022,B350,Sydney (SYD / YSSY),Tamworth (TMW / YSTW),1:36 pm,2:22 pm,46,,,,,,,,,,,,,,,,,,,
FD449,11/7/2022,B350,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),1:36 pm,2:47 pm,71,,,,,,,,,,,,,,,,,,,
FD456,11/7/2022,BE20,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),1:46 pm,2:59 pm,73,,,,,,,,,,,,,,,,,,,
FD602,11/7/2022,PC12,Jandakot (JAD / YPJT),Busselton Regional (BQB / YBLN),1:50 pm,2:26 pm,36,,,,,,,,,,,,,,,,,,,
FD602,11/7/2022,PC12,Jandakot (JAD / YPJT),Esperance (EPR / YESP),1:50 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD619,11/7/2022,PC12,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),1:59 pm,3:14 pm,75,,,,,,,,,,,,,,,,,,,
FD607,11/7/2022,PC12,Broome Int'l (BME / YBRM),Kununurra (KNX / YPKU),2:00 pm,3:45 pm,105,,,,,,,,,,,,,,,,,,,
FD467,11/7/2022,BE20,Miles Airport (WLE / YMLS),Toowoomba (YTWB),2:05 pm,2:37 pm,32,,,,,,,,,,,,,,,,,,,
FD416,11/7/2022,BE20,Cloncurry (CNJ / YCCY),Mount Isa (ISA / YBMA),2:07 pm,2:27 pm,20,,,,,,,,,,,,,,,,,,,
FD427,11/7/2022,B350,Wellcamp Airport (WTB / YBWW),Brisbane (BNE / YBBN),2:28 pm,2:52 pm,24,,,,,,,,,,,,,,,,,,,
FD425,11/7/2022,BE20,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),2:28 pm,3:05 pm,37,,,,,,,,,,,,,,,,,,,
FD596,11/7/2022,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),2:44 pm,3:26 pm,42,,,,,,,,,,,,,,,,,,,
FD856,11/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Alice Springs (ASP / YBAS),2:46 pm,6:03 pm,197,,,,,,,,,,,,,,,,,,,
FD580,11/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Yorketown (YYOR),3:08 pm,3:26 pm,18,,,,,,,,,,,,,,,,,,,
FD278,11/7/2022,BE20,Broken Hill (BHQ / YBHI),Adelaide Int'l (ADL / YPAD),3:10 pm,4:19 pm,69,,,,,,,,,,,,,,,,,,,
FD480,11/7/2022,B350,Brisbane (BNE / YBBN),Longreach (YLRE),3:43 pm,6:03 pm,140,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),3:45 pm,4:31 pm,46,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Quorn (YQRN),3:45 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD602,11/7/2022,PC12,Busselton Regional (BQB / YBLN),Jandakot (JAD / YPJT),3:46 pm,4:18 pm,32,,,,,,,,,,,,,,,,,,,
FD580,11/7/2022,PC12,Yorketown (YYOR),Ceduna (CED / YCDU),3:49 pm,4:55 pm,66,,,,,,,,,,,,,,,,,,,
AM273,11/7/2022,B350,Tamworth (TMW / YSTW),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),3:58 pm,4:30 pm,32,,,,,,,,,,,,,,,,,,,
FD211,11/7/2022,B350,Bourke (BRK / YBKE),Dubbo (DBO / YSDU),4:01 pm,4:42 pm,41,,,,,,,,,,,,,,,,,,,
FD609,11/7/2022,PC12,Karratha (KTA / YPKA),Broome Int'l (BME / YBRM),4:12 pm,5:40 pm,88,,,,,,,,,,,,,,,,,,,
FD456,11/7/2022,BE20,Rockhampton (ROK / YBRK),Gayndah (GAH / YGAY),4:14 pm,4:54 pm,40,,,,,,,,,,,,,,,,,,,
FD624J,11/7/2022,PC24,Karratha (KTA / YPKA),Jandakot (JAD / YPJT),4:17 pm,6:12 pm,115,,,,,,,,,,,,,,,,,,,
FD467,11/7/2022,BE20,Toowoomba (YTWB),Chinchilla (CCL / YCCA),4:31 pm,4:56 pm,25,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Port Augusta (PUG / YPAG),Quorn (YQRN),5:03 pm,5:12 pm,9,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Port Augusta (PUG / YPAG),Port Pirie (PPI / YPIR),5:03 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD456,11/7/2022,BE20,Gayndah (GAH / YGAY),Brisbane (BNE / YBBN),5:07 pm,5:49 pm,42,,,,,,,,,,,,,,,,,,,
FD607,11/7/2022,PC12,Kununurra (KNX / YPKU),One Arm Point (YOAP),5:08 pm,6:30 pm,82,,,,,,,,,,,,,,,,,,,
FD467,11/7/2022,BE20,Chinchilla (CCL / YCCA),Toowoomba (YTWB),5:18 pm,5:44 pm,26,,,,,,,,,,,,,,,,,,,
FD608,11/7/2022,PC12,Jandakot (JAD / YPJT),Paraburdoo (YPBO),5:22 pm,7:36 pm,134,,,,,,,,,,,,,,,,,,,
AM273,11/7/2022,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),5:25 pm,5:54 pm,29,,,,,,,,,,,,,,,,,,,
FD580,11/7/2022,PC12,Ceduna (CED / YCDU),Kingscote (KGC / YKSC),5:41 pm,6:57 pm,76,,,,,,,,,,,,,,,,,,,
FD602,11/7/2022,PC12,Jandakot (JAD / YPJT),Morawa (MWB / YMRW),5:55 pm,6:41 pm,46,,,,,,,,,,,,,,,,,,,
FD619,11/7/2022,PC12,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),6:00 pm,7:29 pm,89,,,,,,,,,,,,,,,,,,,
FD467,11/7/2022,BE20,Toowoomba (YTWB),Brisbane (BNE / YBBN),6:15 pm,6:47 pm,32,,,,,,,,,,,,,,,,,,,
FD480,11/7/2022,B350,Longreach (YLRE),Townsville Int'l / RAAF (TSV / YBTL),6:30 pm,7:37 pm,67,,,,,,,,,,,,,,,,,,,
FD278,11/7/2022,BE20,Adelaide Int'l (ADL / YPAD),Broken Hill (BHQ / YBHI),6:33 pm,7:34 pm,61,,,,,,,,,,,,,,,,,,,
FD456,11/7/2022,BE20,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),6:48 pm,8:07 pm,79,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Quorn (YQRN),Port Pirie (PPI / YPIR),6:55 pm,7:03 pm,8,,,,,,,,,,,,,,,,,,,
FD607,11/7/2022,PC12,One Arm Point (YOAP),Broome Int'l (BME / YBRM),6:59 pm,7:36 pm,37,,,,,,,,,,,,,,,,,,,
FD489,11/7/2022,BE20,Cairns Int'l (CNS / YBCS),Pormpuraaw (EDR / YPMP),7:09 pm,8:21 pm,72,,,,,,,,,,,,,,,,,,,
FD416,11/7/2022,BE20,Mount Isa (ISA / YBMA),Julia Creek (JCK / YJLC),7:23 pm,7:53 pm,30,,,,,,,,,,,,,,,,,,,
FD602,11/7/2022,PC12,Morawa (MWB / YMRW),Jandakot (JAD / YPJT),7:51 pm,8:42 pm,51,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Port Pirie (PPI / YPIR),Kadina (YKDI),7:56 pm,8:16 pm,20,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Port Pirie (PPI / YPIR),Adelaide Int'l (ADL / YPAD),7:56 pm,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD608,11/7/2022,PC12,Paraburdoo (YPBO),Port Hedland Int'l (PHE / YPPD),8:07 pm,8:57 pm,50,,,,,,,,,,,,,,,,,,,
FD489,11/7/2022,BE20,Pormpuraaw (EDR / YPMP),Cairns Int'l (CNS / YBCS),8:40 pm,9:50 pm,70,,,,,,,,,,,,,,,,,,,
FD534,11/7/2022,PC12,Kadina (YKDI),Adelaide Int'l (ADL / YPAD),8:54 pm,9:23 pm,29,,,,,,,,,,,,,,,,,,,
FD425,11/7/2022,BE20,Bundaberg (BDB / YBUD),Hervey Bay (HVB / YHBA),8:56 pm,9:10 pm,14,,,,,,,,,,,,,,,,,,,
FD416,11/7/2022,BE20,Julia Creek (JCK / YJLC),Normanton (YNTN),9:07 pm,9:55 pm,48,,,,,,,,,,,,,,,,,,,
FD423,11/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Horn Island (YHID),9:09 pm,11:36 pm,147,,,,,,,,,,,,,,,,,,,
AM273,11/7/2022,B350,Sydney (SYD / YSSY),Merimbula (MIM / YMER),9:22 pm,10:10 pm,48,,,,,,,,,,,,,,,,,,,
FD607,11/7/2022,PC12,Broome Int'l (BME / YBRM),Nullagine (YNUL),9:28 pm,10:42 pm,74,,,,,,,,,,,,,,,,,,,
FD425,11/7/2022,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),9:34 pm,10:10 pm,36,,,,,,,,,,,,,,,,,,,
FD416,11/7/2022,BE20,Normanton (YNTN),Mount Isa (ISA / YBMA),10:17 pm,11:14 pm,57,,,,,,,,,,,,,,,,,,,
FD493,11/7/2022,BE20,Charleville (CTL / YBCV),Toowoomba (YTWB),10:21 pm,11:27 pm,66,,,,,,,,,,,,,,,,,,,
AM273,11/7/2022,B350,Merimbula (MIM / YMER),Sydney (SYD / YSSY),10:50 pm,11:45 pm,55,,,,,,,,,,,,,,,,,,,
FD456,11/7/2022,BE20,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),10:51 pm,11:54 pm,63,,,,,,,,,,,,,,,,,,,
FD489,11/7/2022,BE20,Cairns Int'l (CNS / YBCS),Croydon (YCRY),11:03 pm,12:05 am,62,,,,,,,,,,,,,,,,,,,
FD607,11/7/2022,PC12,Nullagine (YNUL),Eliwana (WHB / YEWA),11:25 pm,12:28 am,63,,,,,,,,,,,,,,,,,,,
FD630J,11/7/2022,PC24,Jandakot (JAD / YPJT),Broome Int'l (BME / YBRM),11:53 pm,2:08 am,135,,,,,,,,,,,,,,,,,,,
FD425,11/7/2022,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),11:56 pm,12:41 am,45,,,,,,,,,,,,,,,,,,,
FD619,12/7/2022,PC12,Jandakot (JAD / YPJT),Meekatharra (MKR / YMEK),12:05 am,1:33 am,88,,,,,,,,,,,,,,,,,,,
FD629,12/7/2022,PC12,Jandakot (JAD / YPJT),Albany (ALH / YABA),12:16 am,1:11 am,55,,,,,,,,,,,,,,,,,,,
FD489,12/7/2022,BE20,Croydon (YCRY),Cairns Int'l (CNS / YBCS),12:39 am,1:36 am,57,,,,,,,,,,,,,,,,,,,
FD423,12/7/2022,B350,Horn Island (YHID),Cairns Int'l (CNS / YBCS),12:40 am,2:21 am,101,,,,,,,,,,,,,,,,,,,
FD493,12/7/2022,BE20,Toowoomba (YTWB),Charleville (CTL / YBCV),1:12 am,2:39 am,87,,,,,,,,,,,,,,,,,,,
FD629,12/7/2022,PC12,Albany (ALH / YABA),Jandakot (JAD / YPJT),1:56 am,2:55 am,59,,,,,,,,,,,,,,,,,,,
FD607,12/7/2022,PC12,Port Hedland Int'l (PHE / YPPD),Broome Int'l (BME / YBRM),2:39 am,3:48 am,69,,,,,,,,,,,,,,,,,,,
FD607,12/7/2022,Unknown,Port Hedland Int'l (PHE / YPPD),Broome Int'l (BME / YBRM),2:40 am,3:49 am,69,,,,,,,,,,,,,,,,,,,
FD423,12/7/2022,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),3:24 am,4:08 am,44,,,,,,,,,,,,,,,,,,,
FD456,12/7/2022,BE20,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),4:10 am,5:37 am,87,,,,,,,,,,,,,,,,,,,
FD630J,12/7/2022,PC24,Broome Int'l (BME / YBRM),Karratha (KTA / YPKA),6:00 am,7:00 am,60,,,,,,,,,,,,,,,,,,,
FD630J,12/7/2022,PC24,Broome Int'l (BME / YBRM),RAAF Learmonth (LEA / YPLM),6:00 am,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD456,12/7/2022,BE20,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),7:06 am,7:43 am,37,,,,,,,,,,,,,,,,,,,
FD493,12/7/2022,BE20,Charleville (CTL / YBCV),Windorah (WNR / YWDH),7:27 am,8:23 am,56,,,,,,,,,,,,,,,,,,,
AM273,12/7/2022,B350,Sydney (SYD / YSSY),Port Macquarie (PQQ / YPMQ),7:35 am,8:25 am,50,,,,,,,,,,,,,,,,,,,
FD425,12/7/2022,BE20,Bundaberg (BDB / YBUD),Gladstone (GLT / YGLA),7:53 am,8:20 am,27,,,,,,,,,,,,,,,,,,,
FD423,12/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Horn Island (YHID),8:07 am,10:29 am,142,,,,,,,,,,,,,,,,,,,
FD427,12/7/2022,B350,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),8:16 am,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD211,12/7/2022,B350,Dubbo (DBO / YSDU),Lightning Ridge (LHG / YLRD),8:24 am,9:08 am,44,,,,,,,,,,,,,,,,,,,
FD853,12/7/2022,PC12,Anthony Lagoon (AYL / YANL),Brunette Downs (YBRU),8:25 am,8:38 am,13,,,,,,,,,,,,,,,,,,,
FD630J,12/7/2022,PC24,Karratha (KTA / YPKA),RAAF Learmonth (LEA / YPLM),8:39 am,9:14 am,35,,,,,,,,,,,,,,,,,,,
FD427,12/7/2022,B350,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),8:56 am,9:30 am,34,,,,,,,,,,,,,,,,,,,
FD425,12/7/2022,BE20,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),8:59 am,10:01 am,62,,,,,,,,,,,,,,,,,,,
FD543,12/7/2022,PC12,Port Augusta (PUG / YPAG),Oodnadatta (YOOD),9:18 am,10:32 am,74,,,,,,,,,,,,,,,,,,,
FD619,12/7/2022,PC12,Meekatharra (MKR / YMEK),Shark Bay (MJK / YSHK),9:46 am,11:16 am,90,,,,,,,,,,,,,,,,,,,
FD609,12/7/2022,PC12,Broome Int'l (BME / YBRM),Beagle Bay Community (YBGB),9:59 am,10:18 am,19,,,,,,,,,,,,,,,,,,,
FD630J,12/7/2022,PC24,RAAF Learmonth (LEA / YPLM),Jandakot (JAD / YPJT),10:05 am,11:38 am,93,,,,,,,,,,,,,,,,,,,
FD534,12/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Port Lincoln (PLO / YPLC),10:11 am,10:52 am,41,,,,,,,,,,,,,,,,,,,
FD480,12/7/2022,B350,Townsville Int'l / RAAF (TSV / YBTL),Clermont (CMQ / YCMT),10:24 am,11:19 am,55,,,,,,,,,,,,,,,,,,,
FD596,12/7/2022,PC12,Adelaide Int'l (ADL / YPAD),Naracoorte (NAC / YNRC),10:36 am,11:30 am,54,,,,,,,,,,,,,,,,,,,
AM273,12/7/2022,B350,Port Macquarie (PQQ / YPMQ),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),10:48 am,11:25 am,37,,,,,,,,,,,,,,,,,,,
FD543,12/7/2022,PC12,Oodnadatta (YOOD),Marla (YALA),10:50 am,11:25 am,35,,,,,,,,,,,,,,,,,,,
FD449,12/7/2022,B350,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),10:55 am,11:34 am,39,,,,,,,,,,,,,,,,,,,
FD609,12/7/2022,PC12,Beagle Bay Community (YBGB),Lombadina (YLBD),11:16 am,11:32 am,16,,,,,,,,,,,,,,,,,,,
FD478,12/7/2022,BE20,Brisbane (BNE / YBBN),Brisbane (BNE / YBBN),11:16 am,11:54 am,38,,,,,,,,,,,,,,,,,,,
FD416,12/7/2022,BE20,Mount Isa (ISA / YBMA),Normanton (YNTN),11:23 am,12:08 pm,45,,,,,,,,,,,,,,,,,,,
FD543,12/7/2022,PC12,Marla (YALA),Cadney Hs (YCDH),11:39 am,12:02 pm,23,,,,,,,,,,,,,,,,,,,
FD480,12/7/2022,B350,Clermont (CMQ / YCMT),Moranbah (MOV / YMRB),11:43 am,11:58 am,15,,,,,,,,,,,,,,,,,,,
FD480,12/7/2022,B350,Clermont (CMQ / YCMT),Mackay (MKY / YBMK),11:43 am,Diverted,NA,,,,,,,,,,,,,,,,,,,
FD213,12/7/2022,BE20,Dubbo (DBO / YSDU),Mudgee (DGE / YMDG),11:50 am,12:16 pm,26,,,,,,,,,,,,,,,,,,,
FD609,12/7/2022,PC12,Lombadina (YLBD),Broome Int'l (BME / YBRM),11:52 am,12:23 pm,31,,,,,,,,,,,,,,,,,,,
FD467,12/7/2022,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),11:56 am,12:37 pm,41,,,,,,,,,,,,,,,,,,,
FD619,12/7/2022,PC12,Shark Bay (MJK / YSHK),Geraldton (GET / YGEL),12:07 pm,12:58 pm,51,,,,,,,,,,,,,,,,,,,
FD596,12/7/2022,PC12,Naracoorte (NAC / YNRC),Renmark (RMK / YREN),12:11 pm,1:04 pm,53,,,,,,,,,,,,,,,,,,,
FD480,12/7/2022,B350,Moranbah (MOV / YMRB),Mackay (MKY / YBMK),12:14 pm,12:37 pm,23,,,,,,,,,,,,,,,,,,,
AM273,12/7/2022,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),12:14 pm,12:46 pm,32,,,,,,,,,,,,,,,,,,,
FD449,12/7/2022,B350,Emerald (EMD / YEML),Quilpie (ULP / YQLP),12:39 pm,1:53 pm,74,,,,,,,,,,,,,,,,,,,
FD456,12/7/2022,BE20,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),12:50 pm,1:21 pm,31,,,,,,,,,,,,,,,,,,,
FD534,12/7/2022,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),12:53 pm,1:35 pm,42,,,,,,,,,,,,,,,,,,,
FD213,12/7/2022,BE20,Mudgee (DGE / YMDG),Sydney (SYD / YSSY),12:57 pm,1:37 pm,40,,,,,,,,,,,,,,,,,,,
FD480,12/7/2022,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),1:00 pm,2:00 pm,60,,,,,,,,,,,,,,,,,,,
FD425,12/7/2022,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),1:25 pm,2:07 pm,42,,,,,,,,,,,,,,,,,,,
FD467,12/7/2022,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),1:28 pm,2:05 pm,37,,,,,,,,,,,,,,,,,,,
FD596,12/7/2022,PC12,Renmark (RMK / YREN),Adelaide Int'l (ADL / YPAD),1:29 pm,2:10 pm,41,,,,,,,,,,,,,,,,,,,
FD278,12/7/2022,BE20,Broken Hill (BHQ / YBHI),Adelaide Int'l (ADL / YPAD),1:50 pm,3:05 pm,75,,,,,,,,,,,,,,,,,,,
